Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,RoundNumber,Race Type,EventName
0 days 01:10:57.263000,14,0 days 00:02:21.932000,5.0,,,0 days 00:00:48.792000,0 days 00:00:49.822000,0 days 00:00:43.318000,0 days 01:09:24.123000,0 days 01:10:13.945000,0 days 01:10:57.263000,169.0,252.0,255.0,211.0,False,SOFT,8.0,False,1,0 days 01:08:35.331000,Aston Martin,ALO,4,False,2023-10-07 17:41:55.396,17,Sprint Race,Qatar Grand Prix
0 days 01:13:15.910000,14,0 days 00:02:18.647000,6.0,,,0 days 00:00:49.273000,0 days 00:00:46.579000,0 days 00:00:42.795000,0 days 01:11:46.536000,0 days 01:12:33.115000,0 days 01:13:15.910000,186.0,91.0,291.0,114.0,False,SOFT,9.0,False,1,0 days 01:10:57.263000,Aston Martin,ALO,4,False,2023-10-07 17:44:17.328,17,Sprint Race,Qatar Grand Prix
0 days 01:14:45.481000,14,0 days 00:01:29.571000,7.0,,,0 days 00:00:33.256000,0 days 00:00:30.298000,0 days 00:00:26.017000,0 days 01:13:49.166000,0 days 01:14:19.464000,0 days 01:14:45.481000,234.0,281.0,281.0,311.0,False,SOFT,10.0,False,1,0 days 01:13:15.910000,Aston Martin,ALO,1,False,2023-10-07 17:46:35.975,17,Sprint Race,Qatar Grand Prix
0 days 01:16:14.565000,14,0 days 00:01:29.084000,8.0,,,0 days 00:00:32.980000,0 days 00:00:30.317000,0 days 00:00:25.787000,0 days 01:15:18.461000,0 days 01:15:48.778000,0 days 01:16:14.565000,238.0,283.0,280.0,302.0,False,SOFT,11.0,False,1,0 days 01:14:45.481000,Aston Martin,ALO,1,True,2023-10-07 17:48:05.546,17,Sprint Race,Qatar Grand Prix
0 days 01:17:43.851000,14,0 days 00:01:29.286000,9.0,,,0 days 00:00:32.588000,0 days 00:00:30.347000,0 days 00:00:26.351000,0 days 01:16:47.153000,0 days 01:17:17.500000,0 days 01:17:43.851000,236.0,284.0,281.0,312.0,False,SOFT,12.0,False,1,0 days 01:16:14.565000,Aston Martin,ALO,1,True,2023-10-07 17:49:34.630,17,Sprint Race,Qatar Grand Prix
0 days 01:19:13.542000,14,0 days 00:01:29.691000,10.0,,,0 days 00:00:32.868000,0 days 00:00:30.507000,0 days 00:00:26.316000,0 days 01:18:16.719000,0 days 01:18:47.226000,0 days 01:19:13.542000,234.0,283.0,283.0,314.0,False,SOFT,13.0,False,1,0 days 01:17:43.851000,Aston Martin,ALO,1,True,2023-10-07 17:51:03.916,17,Sprint Race,Qatar Grand Prix
0 days 01:20:57.308000,14,0 days 00:01:43.766000,11.0,,,0 days 00:00:32.948000,0 days 00:00:30.653000,0 days 00:00:40.165000,0 days 01:19:46.490000,0 days 01:20:17.143000,0 days 01:20:57.308000,233.0,282.0,91.0,315.0,False,SOFT,14.0,False,1,0 days 01:19:13.542000,Aston Martin,ALO,24,False,2023-10-07 17:52:33.607,17,Sprint Race,Qatar Grand Prix
0 days 01:23:22.222000,14,0 days 00:02:24.914000,12.0,,,0 days 00:00:50.435000,0 days 00:00:49.639000,0 days 00:00:44.840000,0 days 01:21:47.743000,0 days 01:22:37.382000,0 days 01:23:22.222000,117.0,218.0,239.0,200.0,False,SOFT,15.0,False,1,0 days 01:20:57.308000,Aston Martin,ALO,4,False,2023-10-07 17:54:17.373,17,Sprint Race,Qatar Grand Prix
0 days 01:25:54.377000,14,,13.0,,,0 days 00:01:01.848000,0 days 00:00:45.843000,0 days 00:00:44.444000,0 days 01:24:24.115000,0 days 01:25:09.959000,0 days 01:25:54.458000,122.0,124.0,262.0,222.0,False,SOFT,16.0,False,1,0 days 01:23:22.222000,Aston Martin,ALO,4,False,2023-10-07 17:56:42.287,17,Sprint Race,Qatar Grand Prix
0 days 01:28:11.673000,14,0 days 00:02:17.296000,14.0,,,0 days 00:00:49.771000,0 days 00:00:45.340000,0 days 00:00:42.185000,0 days 01:26:44.148000,0 days 01:27:29.488000,0 days 01:28:11.673000,152.0,146.0,279.0,110.0,False,SOFT,17.0,False,1,0 days 01:25:54.377000,Aston Martin,ALO,4,False,2023-10-07 17:59:14.442,17,Sprint Race,Qatar Grand Prix
0 days 01:29:42.067000,14,0 days 00:01:30.394000,15.0,,,0 days 00:00:34.056000,0 days 00:00:30.382000,0 days 00:00:25.956000,0 days 01:28:45.729000,0 days 01:29:16.111000,0 days 01:29:42.067000,233.0,281.0,281.0,310.0,False,SOFT,18.0,False,1,0 days 01:28:11.673000,Aston Martin,ALO,1,False,2023-10-07 18:01:31.738,17,Sprint Race,Qatar Grand Prix
0 days 01:31:10.784000,14,0 days 00:01:28.717000,16.0,,,0 days 00:00:32.680000,0 days 00:00:30.183000,0 days 00:00:25.854000,0 days 01:30:14.747000,0 days 01:30:44.930000,0 days 01:31:10.784000,236.0,283.0,287.0,307.0,True,SOFT,19.0,False,1,0 days 01:29:42.067000,Aston Martin,ALO,1,True,2023-10-07 18:03:02.132,17,Sprint Race,Qatar Grand Prix
0 days 01:32:40.761000,14,0 days 00:01:29.977000,17.0,,,0 days 00:00:33.043000,0 days 00:00:30.781000,0 days 00:00:26.153000,0 days 01:31:43.827000,0 days 01:32:14.608000,0 days 01:32:40.761000,235.0,286.0,288.0,333.0,False,SOFT,20.0,False,1,0 days 01:31:10.784000,Aston Martin,ALO,1,True,2023-10-07 18:04:30.849,17,Sprint Race,Qatar Grand Prix
0 days 01:34:11.696000,14,0 days 00:01:30.935000,18.0,,,0 days 00:00:33.875000,0 days 00:00:31.031000,0 days 00:00:26.029000,0 days 01:33:14.636000,0 days 01:33:45.667000,0 days 01:34:11.696000,230.0,283.0,282.0,330.0,False,SOFT,21.0,False,1,0 days 01:32:40.761000,Aston Martin,ALO,1,True,2023-10-07 18:06:00.826,17,Sprint Race,Qatar Grand Prix
0 days 01:35:42.052000,14,0 days 00:01:30.356000,19.0,,,0 days 00:00:33.565000,0 days 00:00:30.691000,0 days 00:00:26.100000,0 days 01:34:45.261000,0 days 01:35:15.952000,0 days 01:35:42.052000,234.0,283.0,278.0,314.0,False,SOFT,22.0,False,1,0 days 01:34:11.696000,Aston Martin,ALO,1,True,2023-10-07 18:07:31.761,17,Sprint Race,Qatar Grand Prix
0 days 01:02:20.863000,10,,1.0,0 days 00:28:46.074000,,,0 days 00:00:31.820000,0 days 00:00:50.935000,,0 days 01:01:30.052000,0 days 01:02:20.943000,221.0,280.0,173.0,256.0,False,SOFT,4.0,False,1,0 days 01:00:19.288000,Alpine,GAS,24,False,2023-10-07 17:33:39.353,17,Sprint Race,Qatar Grand Prix
0 days 01:04:34.995000,10,0 days 00:02:14.132000,2.0,,,0 days 00:00:42.945000,0 days 00:00:45.812000,0 days 00:00:45.375000,0 days 01:03:03.808000,0 days 01:03:49.620000,0 days 01:04:34.995000,142.0,214.0,283.0,260.0,False,SOFT,5.0,False,1,0 days 01:02:20.863000,Alpine,GAS,4,False,2023-10-07 17:35:40.928,17,Sprint Race,Qatar Grand Prix
0 days 01:06:19.846000,10,0 days 00:01:44.851000,3.0,,,0 days 00:00:33.689000,0 days 00:00:30.719000,0 days 00:00:40.443000,0 days 01:05:08.684000,0 days 01:05:39.403000,0 days 01:06:19.846000,232.0,288.0,162.0,309.0,False,SOFT,6.0,False,1,0 days 01:04:34.995000,Alpine,GAS,24,False,2023-10-07 17:37:55.060,17,Sprint Race,Qatar Grand Prix
0 days 01:08:38.762000,10,0 days 00:02:18.916000,4.0,,,0 days 00:00:44.815000,0 days 00:00:50.371000,0 days 00:00:43.730000,0 days 01:07:04.661000,0 days 01:07:55.032000,0 days 01:08:38.762000,137.0,231.0,234.0,253.0,False,SOFT,7.0,False,1,0 days 01:06:19.846000,Alpine,GAS,4,False,2023-10-07 17:39:39.911,17,Sprint Race,Qatar Grand Prix
0 days 01:11:00.284000,10,0 days 00:02:21.522000,5.0,,,0 days 00:00:47.666000,0 days 00:00:49.534000,0 days 00:00:44.322000,0 days 01:09:26.428000,0 days 01:10:15.962000,0 days 01:11:00.284000,204.0,232.0,231.0,151.0,False,SOFT,8.0,False,1,0 days 01:08:38.762000,Alpine,GAS,4,False,2023-10-07 17:41:58.827,17,Sprint Race,Qatar Grand Prix
0 days 01:13:17.007000,10,0 days 00:02:16.723000,6.0,,,0 days 00:00:47.940000,0 days 00:00:46.930000,0 days 00:00:41.853000,0 days 01:11:48.224000,0 days 01:12:35.154000,0 days 01:13:17.007000,187.0,87.0,279.0,254.0,False,SOFT,9.0,False,1,0 days 01:11:00.284000,Alpine,GAS,4,False,2023-10-07 17:44:20.349,17,Sprint Race,Qatar Grand Prix
0 days 01:14:47.373000,10,0 days 00:01:30.366000,7.0,,,0 days 00:00:33.454000,0 days 00:00:30.251000,0 days 00:00:26.661000,0 days 01:13:50.461000,0 days 01:14:20.712000,0 days 01:14:47.373000,235.0,283.0,277.0,309.0,False,SOFT,10.0,False,1,0 days 01:13:17.007000,Alpine,GAS,1,False,2023-10-07 17:46:37.072,17,Sprint Race,Qatar Grand Prix
0 days 01:16:17.102000,10,0 days 00:01:29.729000,8.0,,,0 days 00:00:33.294000,0 days 00:00:30.063000,0 days 00:00:26.372000,0 days 01:15:20.667000,0 days 01:15:50.730000,0 days 01:16:17.102000,230.0,282.0,283.0,307.0,False,SOFT,11.0,False,1,0 days 01:14:47.373000,Alpine,GAS,1,True,2023-10-07 17:48:07.438,17,Sprint Race,Qatar Grand Prix
0 days 01:17:47.678000,10,0 days 00:01:30.576000,9.0,,,0 days 00:00:33.873000,0 days 00:00:30.141000,0 days 00:00:26.562000,0 days 01:16:50.975000,0 days 01:17:21.116000,0 days 01:17:47.678000,227.0,280.0,278.0,324.0,False,SOFT,12.0,False,1,0 days 01:16:17.102000,Alpine,GAS,1,True,2023-10-07 17:49:37.167,17,Sprint Race,Qatar Grand Prix
0 days 01:19:18.182000,10,0 days 00:01:30.504000,10.0,,,0 days 00:00:33.553000,0 days 00:00:30.275000,0 days 00:00:26.676000,0 days 01:18:21.231000,0 days 01:18:51.506000,0 days 01:19:18.182000,228.0,282.0,277.0,301.0,False,SOFT,13.0,False,1,0 days 01:17:47.678000,Alpine,GAS,1,True,2023-10-07 17:51:07.743,17,Sprint Race,Qatar Grand Prix
0 days 01:21:01.664000,10,0 days 00:01:43.482000,11.0,,,0 days 00:00:34.036000,0 days 00:00:33.674000,0 days 00:00:35.772000,0 days 01:19:52.218000,0 days 01:20:25.892000,0 days 01:21:01.664000,227.0,109.0,139.0,303.0,False,SOFT,14.0,False,1,0 days 01:19:18.182000,Alpine,GAS,24,False,2023-10-07 17:52:38.247,17,Sprint Race,Qatar Grand Prix
0 days 01:23:26.189000,10,0 days 00:02:24.525000,12.0,,,0 days 00:00:48.536000,0 days 00:00:50.480000,0 days 00:00:45.509000,0 days 01:21:50.200000,0 days 01:22:40.680000,0 days 01:23:26.189000,96.0,227.0,212.0,249.0,False,SOFT,15.0,False,1,0 days 01:21:01.664000,Alpine,GAS,4,False,2023-10-07 17:54:21.729,17,Sprint Race,Qatar Grand Prix
0 days 01:25:57.525000,10,,13.0,,,0 days 00:01:01.259000,0 days 00:00:45.651000,0 days 00:00:44.370000,0 days 01:24:27.522000,0 days 01:25:13.177000,0 days 01:25:57.583000,173.0,210.0,242.0,,False,SOFT,16.0,False,1,0 days 01:23:26.189000,Alpine,GAS,4,False,2023-10-07 17:56:46.254,17,Sprint Race,Qatar Grand Prix
0 days 01:28:12.396000,10,0 days 00:02:14.871000,14.0,,,0 days 00:00:48.475000,0 days 00:00:45.676000,0 days 00:00:40.720000,0 days 01:26:46,0 days 01:27:31.676000,0 days 01:28:12.396000,158.0,113.0,280.0,142.0,False,SOFT,17.0,False,1,0 days 01:25:57.525000,Alpine,GAS,4,False,2023-10-07 17:59:17.590,17,Sprint Race,Qatar Grand Prix
0 days 01:29:42.708000,10,0 days 00:01:30.312000,15.0,,,0 days 00:00:33.679000,0 days 00:00:30.416000,0 days 00:00:26.217000,0 days 01:28:46.075000,0 days 01:29:16.491000,0 days 01:29:42.708000,232.0,284.0,278.0,311.0,False,SOFT,18.0,False,1,0 days 01:28:12.396000,Alpine,GAS,1,False,2023-10-07 18:01:32.461,17,Sprint Race,Qatar Grand Prix
0 days 01:31:11.477000,10,0 days 00:01:28.769000,16.0,,,0 days 00:00:32.861000,0 days 00:00:29.901000,0 days 00:00:26.007000,0 days 01:30:15.569000,0 days 01:30:45.470000,0 days 01:31:11.477000,,277.0,286.0,306.0,True,SOFT,19.0,False,1,0 days 01:29:42.708000,Alpine,GAS,1,True,2023-10-07 18:03:02.773,17,Sprint Race,Qatar Grand Prix
0 days 01:32:41.999000,10,0 days 00:01:30.522000,17.0,,,0 days 00:00:32.989000,0 days 00:00:30.710000,0 days 00:00:26.823000,0 days 01:31:44.466000,0 days 01:32:15.176000,0 days 01:32:41.999000,229.0,280.0,285.0,326.0,False,SOFT,20.0,False,1,0 days 01:31:11.477000,Alpine,GAS,1,True,2023-10-07 18:04:31.542,17,Sprint Race,Qatar Grand Prix
0 days 01:34:12.853000,10,0 days 00:01:30.854000,18.0,,,0 days 00:00:33.408000,0 days 00:00:31.063000,0 days 00:00:26.383000,0 days 01:33:15.407000,0 days 01:33:46.470000,0 days 01:34:12.853000,227.0,282.0,285.0,325.0,False,SOFT,21.0,False,1,0 days 01:32:41.999000,Alpine,GAS,1,True,2023-10-07 18:06:02.064,17,Sprint Race,Qatar Grand Prix
0 days 01:35:42.619000,10,0 days 00:01:29.766000,19.0,,,0 days 00:00:33.124000,0 days 00:00:30.272000,0 days 00:00:26.370000,0 days 01:34:45.977000,0 days 01:35:16.249000,0 days 01:35:42.619000,228.0,285.0,285.0,326.0,False,SOFT,22.0,False,1,0 days 01:34:12.853000,Alpine,GAS,1,True,2023-10-07 18:07:32.918,17,Sprint Race,Qatar Grand Prix
0 days 01:02:23.786000,77,,1.0,0 days 00:27:21.591000,,,0 days 00:00:32.332000,0 days 00:00:53.013000,,0 days 01:01:30.802000,0 days 01:02:23.849000,216.0,291.0,132.0,259.0,False,MEDIUM,6.0,False,1,0 days 01:00:19.288000,Alfa Romeo,BOT,24,False,2023-10-07 17:33:39.353,17,Sprint Race,Qatar Grand Prix
0 days 01:04:36.161000,77,0 days 00:02:12.375000,2.0,,,0 days 00:00:41.764000,0 days 00:00:45.515000,0 days 00:00:45.096000,0 days 01:03:05.550000,0 days 01:03:51.065000,0 days 01:04:36.161000,158.0,237.0,279.0,250.0,False,MEDIUM,7.0,False,1,0 days 01:02:23.786000,Alfa Romeo,BOT,4,False,2023-10-07 17:35:43.851,17,Sprint Race,Qatar Grand Prix
0 days 01:06:26.125000,77,0 days 00:01:49.964000,3.0,,,0 days 00:00:34.809000,0 days 00:00:30.924000,0 days 00:00:44.231000,0 days 01:05:10.970000,0 days 01:05:41.894000,0 days 01:06:26.125000,214.0,283.0,168.0,306.0,False,MEDIUM,8.0,False,1,0 days 01:04:36.161000,Alfa Romeo,BOT,24,False,2023-10-07 17:37:56.226,17,Sprint Race,Qatar Grand Prix
0 days 01:08:44.226000,77,0 days 00:02:18.101000,4.0,,,0 days 00:00:41.914000,0 days 00:00:51.297000,0 days 00:00:44.890000,0 days 01:07:08.039000,0 days 01:07:59.336000,0 days 01:08:44.226000,160.0,211.0,214.0,250.0,False,MEDIUM,9.0,False,1,0 days 01:06:26.125000,Alfa Romeo,BOT,4,False,2023-10-07 17:39:46.190,17,Sprint Race,Qatar Grand Prix
0 days 01:11:07.524000,77,0 days 00:02:23.298000,5.0,,,0 days 00:00:45.668000,0 days 00:00:51.477000,0 days 00:00:46.153000,0 days 01:09:29.894000,0 days 01:10:21.371000,0 days 01:11:07.524000,182.0,229.0,212.0,128.0,False,MEDIUM,10.0,False,1,0 days 01:08:44.226000,Alfa Romeo,BOT,4,False,2023-10-07 17:42:04.291,17,Sprint Race,Qatar Grand Prix
0 days 01:13:18.885000,77,0 days 00:02:11.361000,6.0,,,0 days 00:00:44.850000,0 days 00:00:46.432000,0 days 00:00:40.079000,0 days 01:11:52.374000,0 days 01:12:38.806000,0 days 01:13:18.885000,109.0,99.0,277.0,258.0,False,MEDIUM,11.0,False,1,0 days 01:11:07.524000,Alfa Romeo,BOT,4,False,2023-10-07 17:44:27.589,17,Sprint Race,Qatar Grand Prix
0 days 01:14:50.276000,77,0 days 00:01:31.391000,7.0,,,0 days 00:00:33.860000,0 days 00:00:30.894000,0 days 00:00:26.637000,0 days 01:13:52.745000,0 days 01:14:23.639000,0 days 01:14:50.276000,228.0,281.0,278.0,306.0,False,MEDIUM,12.0,False,1,0 days 01:13:18.885000,Alfa Romeo,BOT,1,False,2023-10-07 17:46:38.950,17,Sprint Race,Qatar Grand Prix
0 days 01:16:20.481000,77,0 days 00:01:30.205000,8.0,,,0 days 00:00:33.232000,0 days 00:00:30.293000,0 days 00:00:26.680000,0 days 01:15:23.508000,0 days 01:15:53.801000,0 days 01:16:20.481000,227.0,283.0,284.0,297.0,False,MEDIUM,13.0,False,1,0 days 01:14:50.276000,Alfa Romeo,BOT,1,True,2023-10-07 17:48:10.341,17,Sprint Race,Qatar Grand Prix
0 days 01:17:50.106000,77,0 days 00:01:29.625000,9.0,,,0 days 00:00:32.915000,0 days 00:00:30.318000,0 days 00:00:26.392000,0 days 01:16:53.396000,0 days 01:17:23.714000,0 days 01:17:50.106000,223.0,284.0,287.0,322.0,False,MEDIUM,14.0,False,1,0 days 01:16:20.481000,Alfa Romeo,BOT,1,True,2023-10-07 17:49:40.546,17,Sprint Race,Qatar Grand Prix
0 days 01:19:20.308000,77,0 days 00:01:30.202000,10.0,,,0 days 00:00:33.159000,0 days 00:00:30.645000,0 days 00:00:26.398000,0 days 01:18:23.265000,0 days 01:18:53.910000,0 days 01:19:20.308000,225.0,282.0,287.0,331.0,False,MEDIUM,15.0,False,1,0 days 01:17:50.106000,Alfa Romeo,BOT,1,True,2023-10-07 17:51:10.171,17,Sprint Race,Qatar Grand Prix
0 days 01:21:03.743000,77,0 days 00:01:43.435000,11.0,,,0 days 00:00:32.808000,0 days 00:00:34.281000,0 days 00:00:36.346000,0 days 01:19:53.116000,0 days 01:20:27.397000,0 days 01:21:03.743000,,113.0,138.0,328.0,False,MEDIUM,16.0,False,1,0 days 01:19:20.308000,Alfa Romeo,BOT,24,False,2023-10-07 17:52:40.373,17,Sprint Race,Qatar Grand Prix
0 days 01:23:27.508000,77,0 days 00:02:23.765000,12.0,,,0 days 00:00:47.504000,0 days 00:00:50.721000,0 days 00:00:45.540000,0 days 01:21:51.247000,0 days 01:22:41.968000,0 days 01:23:27.508000,111.0,220.0,207.0,226.0,False,MEDIUM,17.0,False,1,0 days 01:21:03.743000,Alfa Romeo,BOT,4,False,2023-10-07 17:54:23.808,17,Sprint Race,Qatar Grand Prix
0 days 01:25:59.228000,77,,13.0,,,0 days 00:01:00.806000,0 days 00:00:45.544000,0 days 00:00:45.351000,0 days 01:24:28.334000,0 days 01:25:13.912000,0 days 01:25:59.302000,140.0,207.0,224.0,237.0,False,MEDIUM,18.0,False,1,0 days 01:23:27.508000,Alfa Romeo,BOT,4,False,2023-10-07 17:56:47.573,17,Sprint Race,Qatar Grand Prix
0 days 01:28:12.798000,77,0 days 00:02:13.570000,14.0,,,0 days 00:00:48.324000,0 days 00:00:45.530000,0 days 00:00:39.716000,0 days 01:26:47.552000,0 days 01:27:33.082000,0 days 01:28:12.798000,109.0,121.0,279.0,180.0,False,MEDIUM,19.0,False,1,0 days 01:25:59.228000,Alfa Romeo,BOT,4,False,2023-10-07 17:59:19.293,17,Sprint Race,Qatar Grand Prix
0 days 01:29:43.818000,77,0 days 00:01:31.020000,15.0,,,0 days 00:00:34.006000,0 days 00:00:30.589000,0 days 00:00:26.425000,0 days 01:28:46.804000,0 days 01:29:17.393000,0 days 01:29:43.818000,224.0,288.0,278.0,305.0,False,MEDIUM,20.0,False,1,0 days 01:28:12.798000,Alfa Romeo,BOT,1,False,2023-10-07 18:01:32.863,17,Sprint Race,Qatar Grand Prix
0 days 01:31:14.109000,77,0 days 00:01:30.291000,16.0,,,0 days 00:00:33.935000,0 days 00:00:30.234000,0 days 00:00:26.122000,0 days 01:30:17.753000,0 days 01:30:47.987000,0 days 01:31:14.109000,226.0,283.0,279.0,293.0,False,MEDIUM,21.0,False,1,0 days 01:29:43.818000,Alfa Romeo,BOT,1,True,2023-10-07 18:03:03.883,17,Sprint Race,Qatar Grand Prix
0 days 01:32:43.126000,77,0 days 00:01:29.017000,17.0,,,0 days 00:00:32.995000,0 days 00:00:29.884000,0 days 00:00:26.138000,0 days 01:31:47.104000,0 days 01:32:16.988000,0 days 01:32:43.126000,227.0,280.0,280.0,300.0,True,MEDIUM,22.0,False,1,0 days 01:31:14.109000,Alfa Romeo,BOT,1,True,2023-10-07 18:04:34.174,17,Sprint Race,Qatar Grand Prix
0 days 01:34:13.328000,77,0 days 00:01:30.202000,18.0,,,0 days 00:00:32.936000,0 days 00:00:30.543000,0 days 00:00:26.723000,0 days 01:33:16.062000,0 days 01:33:46.605000,0 days 01:34:13.328000,,289.0,289.0,298.0,False,MEDIUM,23.0,False,1,0 days 01:32:43.126000,Alfa Romeo,BOT,1,True,2023-10-07 18:06:03.191,17,Sprint Race,Qatar Grand Prix
0 days 01:35:43.066000,77,0 days 00:01:29.738000,19.0,,,0 days 00:00:32.882000,0 days 00:00:30.467000,0 days 00:00:26.389000,0 days 01:34:46.210000,0 days 01:35:16.677000,0 days 01:35:43.066000,,282.0,276.0,325.0,False,MEDIUM,24.0,False,1,0 days 01:34:13.328000,Alfa Romeo,BOT,1,True,2023-10-07 18:07:33.393,17,Sprint Race,Qatar Grand Prix
0 days 01:02:37.087000,22,,1.0,0 days 00:28:12.309000,,,0 days 00:00:33.157000,0 days 00:01:03.520000,,0 days 01:01:33.599000,0 days 01:02:37.177000,209.0,237.0,145.0,265.0,False,MEDIUM,7.0,False,1,0 days 01:00:19.288000,AlphaTauri,TSU,24,False,2023-10-07 17:33:39.353,17,Sprint Race,Qatar Grand Prix
0 days 01:04:38.452000,22,0 days 00:02:01.365000,2.0,,,0 days 00:00:39.130000,0 days 00:00:41.069000,0 days 00:00:41.166000,0 days 01:03:16.217000,0 days 01:03:57.286000,0 days 01:04:38.452000,166.0,258.0,279.0,255.0,False,MEDIUM,8.0,False,1,0 days 01:02:37.087000,AlphaTauri,TSU,4,False,2023-10-07 17:35:57.152,17,Sprint Race,Qatar Grand Prix
0 days 01:06:31.155000,22,0 days 00:01:52.703000,3.0,,,0 days 00:00:34.861000,0 days 00:00:31.842000,0 days 00:00:46,0 days 01:05:13.313000,0 days 01:05:45.155000,0 days 01:06:31.155000,228.0,280.0,158.0,310.0,False,MEDIUM,9.0,False,1,0 days 01:04:38.452000,AlphaTauri,TSU,24,False,2023-10-07 17:37:58.517,17,Sprint Race,Qatar Grand Prix
0 days 01:08:49.399000,22,0 days 00:02:18.244000,4.0,,,0 days 00:00:42.468000,0 days 00:00:50.973000,0 days 00:00:44.803000,0 days 01:07:13.623000,0 days 01:08:04.596000,0 days 01:08:49.399000,184.0,234.0,206.0,255.0,False,MEDIUM,10.0,False,1,0 days 01:06:31.155000,AlphaTauri,TSU,4,False,2023-10-07 17:39:51.220,17,Sprint Race,Qatar Grand Prix
0 days 01:11:13.144000,22,0 days 00:02:23.745000,5.0,,,0 days 00:00:47.536000,0 days 00:00:49.233000,0 days 00:00:46.976000,0 days 01:09:36.935000,0 days 01:10:26.168000,0 days 01:11:13.144000,210.0,172.0,213.0,142.0,False,MEDIUM,11.0,False,1,0 days 01:08:49.399000,AlphaTauri,TSU,4,False,2023-10-07 17:42:09.464,17,Sprint Race,Qatar Grand Prix
0 days 01:13:20.821000,22,0 days 00:02:07.677000,6.0,,,0 days 00:00:43.137000,0 days 00:00:46.859000,0 days 00:00:37.681000,0 days 01:11:56.281000,0 days 01:12:43.140000,0 days 01:13:20.821000,141.0,108.0,288.0,265.0,False,MEDIUM,12.0,False,1,0 days 01:11:13.144000,AlphaTauri,TSU,4,False,2023-10-07 17:44:33.209,17,Sprint Race,Qatar Grand Prix
0 days 01:14:52.731000,22,0 days 00:01:31.910000,7.0,,,0 days 00:00:34.061000,0 days 00:00:30.938000,0 days 00:00:26.911000,0 days 01:13:54.882000,0 days 01:14:25.820000,0 days 01:14:52.731000,230.0,284.0,277.0,309.0,False,MEDIUM,13.0,False,1,0 days 01:13:20.821000,AlphaTauri,TSU,1,False,2023-10-07 17:46:40.886,17,Sprint Race,Qatar Grand Prix
0 days 01:16:23.913000,22,0 days 00:01:31.182000,8.0,,,0 days 00:00:34.044000,0 days 00:00:30.750000,0 days 00:00:26.388000,0 days 01:15:26.775000,0 days 01:15:57.525000,0 days 01:16:23.913000,228.0,271.0,277.0,307.0,False,MEDIUM,14.0,False,1,0 days 01:14:52.731000,AlphaTauri,TSU,1,True,2023-10-07 17:48:12.796,17,Sprint Race,Qatar Grand Prix
0 days 01:17:54.605000,22,0 days 00:01:30.692000,9.0,,,0 days 00:00:33.865000,0 days 00:00:30.455000,0 days 00:00:26.372000,0 days 01:16:57.778000,0 days 01:17:28.233000,0 days 01:17:54.605000,229.0,272.0,278.0,305.0,False,MEDIUM,15.0,False,1,0 days 01:16:23.913000,AlphaTauri,TSU,1,True,2023-10-07 17:49:43.978,17,Sprint Race,Qatar Grand Prix
0 days 01:19:24.287000,22,0 days 00:01:29.682000,10.0,,,0 days 00:00:32.906000,0 days 00:00:30.395000,0 days 00:00:26.381000,0 days 01:18:27.511000,0 days 01:18:57.906000,0 days 01:19:24.287000,234.0,272.0,284.0,310.0,False,MEDIUM,16.0,False,1,0 days 01:17:54.605000,AlphaTauri,TSU,1,True,2023-10-07 17:51:14.670,17,Sprint Race,Qatar Grand Prix
0 days 01:21:09.383000,22,0 days 00:01:45.096000,11.0,,,0 days 00:00:33.605000,0 days 00:00:37.914000,0 days 00:00:33.577000,0 days 01:19:57.892000,0 days 01:20:35.806000,0 days 01:21:09.383000,235.0,189.0,132.0,331.0,False,MEDIUM,17.0,False,1,0 days 01:19:24.287000,AlphaTauri,TSU,24,False,2023-10-07 17:52:44.352,17,Sprint Race,Qatar Grand Prix
0 days 01:23:30.768000,22,0 days 00:02:21.385000,12.0,,,0 days 00:00:48.657000,0 days 00:00:47.144000,0 days 00:00:45.584000,0 days 01:21:58.040000,0 days 01:22:45.184000,0 days 01:23:30.768000,125.0,187.0,190.0,252.0,False,MEDIUM,18.0,False,1,0 days 01:21:09.383000,AlphaTauri,TSU,4,False,2023-10-07 17:54:29.448,17,Sprint Race,Qatar Grand Prix
0 days 01:26:02.221000,22,,13.0,,,0 days 00:01:00.127000,0 days 00:00:46.491000,0 days 00:00:44.775000,0 days 01:24:31.053000,0 days 01:25:17.490000,0 days 01:26:02.302000,194.0,144.0,226.0,234.0,False,MEDIUM,19.0,False,1,0 days 01:23:30.768000,AlphaTauri,TSU,4,False,2023-10-07 17:56:50.833,17,Sprint Race,Qatar Grand Prix
