Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,RoundNumber,Race Type,EventName
0 days 01:28:09.524000,63,0 days 00:02:22.329000,14.0,,,0 days 00:00:51.472000,0 days 00:00:45.821000,0 days 00:00:45.036000,0 days 01:26:38.667000,0 days 01:27:24.488000,0 days 01:28:09.524000,124.0,179.0,279.0,140.0,False,SOFT,17.0,False,1,0 days 01:25:47.195000,Mercedes,RUS,4,False,2023-10-07 17:59:07.260,17,Sprint Race,Qatar Grand Prix
0 days 01:29:38.860000,63,0 days 00:01:29.336000,15.0,,,0 days 00:00:33.104000,0 days 00:00:29.466000,0 days 00:00:26.766000,0 days 01:28:42.628000,0 days 01:29:12.094000,0 days 01:29:38.860000,235.0,279.0,275.0,305.0,False,SOFT,18.0,False,1,0 days 01:28:09.524000,Mercedes,RUS,1,False,2023-10-07 18:01:29.589,17,Sprint Race,Qatar Grand Prix
0 days 01:31:07.547000,63,0 days 00:01:28.687000,16.0,,,0 days 00:00:33.206000,0 days 00:00:29.347000,0 days 00:00:26.134000,0 days 01:30:12.066000,0 days 01:30:41.413000,0 days 01:31:07.547000,,283.0,276.0,293.0,False,SOFT,19.0,False,1,0 days 01:29:38.860000,Mercedes,RUS,1,True,2023-10-07 18:02:58.925,17,Sprint Race,Qatar Grand Prix
0 days 01:32:35.885000,63,0 days 00:01:28.338000,17.0,,,0 days 00:00:32.694000,0 days 00:00:29.603000,0 days 00:00:26.041000,0 days 01:31:40.241000,0 days 01:32:09.844000,0 days 01:32:35.885000,233.0,279.0,275.0,301.0,False,SOFT,20.0,False,1,0 days 01:31:07.547000,Mercedes,RUS,1,True,2023-10-07 18:04:27.612,17,Sprint Race,Qatar Grand Prix
0 days 01:34:03.105000,63,0 days 00:01:27.220000,18.0,,,0 days 00:00:32.320000,0 days 00:00:29.434000,0 days 00:00:25.466000,0 days 01:33:08.205000,0 days 01:33:37.639000,0 days 01:34:03.105000,232.0,281.0,277.0,299.0,True,SOFT,21.0,False,1,0 days 01:32:35.885000,Mercedes,RUS,1,True,2023-10-07 18:05:55.950,17,Sprint Race,Qatar Grand Prix
0 days 01:35:31.897000,63,0 days 00:01:28.792000,19.0,,,0 days 00:00:32.947000,0 days 00:00:29.706000,0 days 00:00:26.139000,0 days 01:34:36.052000,0 days 01:35:05.758000,0 days 01:35:31.897000,229.0,278.0,275.0,297.0,False,SOFT,22.0,False,1,0 days 01:34:03.105000,Mercedes,RUS,1,True,2023-10-07 18:07:23.170,17,Sprint Race,Qatar Grand Prix
0 days 01:02:22.411000,44,,1.0,0 days 00:30:41.651000,,,0 days 00:00:31.571000,0 days 00:00:51.970000,,0 days 01:01:30.521000,0 days 01:02:22.411000,224.0,284.0,163.0,265.0,False,MEDIUM,8.0,False,1,0 days 01:00:19.288000,Mercedes,HAM,24,False,2023-10-07 17:33:39.353,17,Sprint Race,Qatar Grand Prix
0 days 01:04:35.940000,44,0 days 00:02:13.529000,2.0,,,0 days 00:00:41.947000,0 days 00:00:45.800000,0 days 00:00:45.782000,0 days 01:03:04.358000,0 days 01:03:50.158000,0 days 01:04:35.940000,133.0,225.0,276.0,243.0,False,MEDIUM,9.0,False,1,0 days 01:02:22.411000,Mercedes,HAM,4,False,2023-10-07 17:35:42.476,17,Sprint Race,Qatar Grand Prix
0 days 01:06:22.455000,44,0 days 00:01:46.515000,3.0,,,0 days 00:00:34.176000,0 days 00:00:30.568000,0 days 00:00:41.771000,0 days 01:05:10.116000,0 days 01:05:40.684000,0 days 01:06:22.455000,232.0,284.0,175.0,299.0,False,MEDIUM,10.0,False,1,0 days 01:04:35.940000,Mercedes,HAM,24,False,2023-10-07 17:37:56.005,17,Sprint Race,Qatar Grand Prix
0 days 01:08:41.018000,44,0 days 00:02:18.563000,4.0,,,0 days 00:00:43.562000,0 days 00:00:51.994000,0 days 00:00:43.007000,0 days 01:07:06.017000,0 days 01:07:58.011000,0 days 01:08:41.018000,118.0,206.0,219.0,255.0,False,MEDIUM,11.0,False,1,0 days 01:06:22.455000,Mercedes,HAM,4,False,2023-10-07 17:39:42.520,17,Sprint Race,Qatar Grand Prix
0 days 01:11:03.321000,44,0 days 00:02:22.303000,5.0,,,0 days 00:00:46.724000,0 days 00:00:50.836000,0 days 00:00:44.743000,0 days 01:09:27.742000,0 days 01:10:18.578000,0 days 01:11:03.321000,153.0,246.0,248.0,121.0,False,MEDIUM,12.0,False,1,0 days 01:08:41.018000,Mercedes,HAM,4,False,2023-10-07 17:42:01.083,17,Sprint Race,Qatar Grand Prix
0 days 01:13:17.650000,44,0 days 00:02:14.329000,6.0,,,0 days 00:00:46.663000,0 days 00:00:47.344000,0 days 00:00:40.322000,0 days 01:11:49.984000,0 days 01:12:37.328000,0 days 01:13:17.650000,129.0,98.0,286.0,255.0,False,MEDIUM,13.0,False,1,0 days 01:11:03.321000,Mercedes,HAM,4,False,2023-10-07 17:44:23.386,17,Sprint Race,Qatar Grand Prix
0 days 01:14:48.706000,44,0 days 00:01:31.056000,7.0,,,0 days 00:00:34.441000,0 days 00:00:30.120000,0 days 00:00:26.495000,0 days 01:13:52.091000,0 days 01:14:22.211000,0 days 01:14:48.706000,225.0,281.0,278.0,303.0,False,MEDIUM,14.0,False,1,0 days 01:13:17.650000,Mercedes,HAM,1,False,2023-10-07 17:46:37.715,17,Sprint Race,Qatar Grand Prix
0 days 01:16:18.424000,44,0 days 00:01:29.718000,8.0,,,0 days 00:00:33.262000,0 days 00:00:30.174000,0 days 00:00:26.282000,0 days 01:15:21.968000,0 days 01:15:52.142000,0 days 01:16:18.424000,233.0,277.0,280.0,296.0,False,MEDIUM,15.0,False,1,0 days 01:14:48.706000,Mercedes,HAM,1,True,2023-10-07 17:48:08.771,17,Sprint Race,Qatar Grand Prix
0 days 01:17:47.905000,44,0 days 00:01:29.481000,9.0,,,0 days 00:00:33.061000,0 days 00:00:30.052000,0 days 00:00:26.368000,0 days 01:16:51.485000,0 days 01:17:21.537000,0 days 01:17:47.905000,234.0,282.0,290.0,310.0,False,MEDIUM,16.0,False,1,0 days 01:16:18.424000,Mercedes,HAM,1,True,2023-10-07 17:49:38.489,17,Sprint Race,Qatar Grand Prix
0 days 01:19:16.268000,44,0 days 00:01:28.363000,10.0,,,0 days 00:00:32.043000,0 days 00:00:29.945000,0 days 00:00:26.375000,0 days 01:18:19.948000,0 days 01:18:49.893000,0 days 01:19:16.268000,232.0,286.0,290.0,329.0,False,MEDIUM,17.0,False,1,0 days 01:17:47.905000,Mercedes,HAM,1,True,2023-10-07 17:51:07.970,17,Sprint Race,Qatar Grand Prix
0 days 01:20:58.846000,44,0 days 00:01:42.578000,11.0,,,0 days 00:00:33.062000,0 days 00:00:29.663000,0 days 00:00:39.853000,0 days 01:19:49.330000,0 days 01:20:18.993000,0 days 01:20:58.846000,234.0,235.0,81.0,336.0,False,MEDIUM,18.0,False,1,0 days 01:19:16.268000,Mercedes,HAM,24,False,2023-10-07 17:52:36.333,17,Sprint Race,Qatar Grand Prix
0 days 01:23:23.572000,44,0 days 00:02:24.726000,12.0,,,0 days 00:00:50.175000,0 days 00:00:49.915000,0 days 00:00:44.636000,0 days 01:21:49.021000,0 days 01:22:38.936000,0 days 01:23:23.572000,108.0,228.0,238.0,252.0,False,MEDIUM,19.0,False,1,0 days 01:20:58.846000,Mercedes,HAM,4,False,2023-10-07 17:54:18.911,17,Sprint Race,Qatar Grand Prix
0 days 01:25:56.108000,44,,13.0,,,0 days 00:01:01.350000,0 days 00:00:46.479000,0 days 00:00:44.679000,0 days 01:24:25.037000,0 days 01:25:11.459000,0 days 01:25:56.192000,90.0,168.0,214.0,190.0,False,MEDIUM,20.0,False,1,0 days 01:23:23.572000,Mercedes,HAM,4,False,2023-10-07 17:56:43.637,17,Sprint Race,Qatar Grand Prix
0 days 01:28:12.033000,44,0 days 00:02:15.925000,14.0,,,0 days 00:00:48.636000,0 days 00:00:45.710000,0 days 00:00:41.579000,0 days 01:26:44.744000,0 days 01:27:30.454000,0 days 01:28:12.033000,148.0,122.0,280.0,121.0,False,MEDIUM,21.0,False,1,0 days 01:25:56.108000,Mercedes,HAM,4,False,2023-10-07 17:59:16.173,17,Sprint Race,Qatar Grand Prix
0 days 01:29:43.054000,44,0 days 00:01:31.021000,15.0,,,0 days 00:00:34.291000,0 days 00:00:30.635000,0 days 00:00:26.095000,0 days 01:28:46.324000,0 days 01:29:16.959000,0 days 01:29:43.054000,233.0,286.0,281.0,310.0,False,MEDIUM,22.0,False,1,0 days 01:28:12.033000,Mercedes,HAM,1,False,2023-10-07 18:01:32.098,17,Sprint Race,Qatar Grand Prix
0 days 01:31:11.785000,44,0 days 00:01:28.731000,16.0,,,0 days 00:00:32.959000,0 days 00:00:29.658000,0 days 00:00:26.114000,0 days 01:30:16.013000,0 days 01:30:45.671000,0 days 01:31:11.785000,235.0,287.0,290.0,312.0,False,MEDIUM,23.0,False,1,0 days 01:29:43.054000,Mercedes,HAM,1,True,2023-10-07 18:03:03.119,17,Sprint Race,Qatar Grand Prix
0 days 01:32:40.953000,44,0 days 00:01:29.168000,17.0,,,0 days 00:00:32.844000,0 days 00:00:30.094000,0 days 00:00:26.230000,0 days 01:31:44.629000,0 days 01:32:14.723000,0 days 01:32:40.953000,230.0,289.0,294.0,341.0,False,MEDIUM,24.0,False,1,0 days 01:31:11.785000,Mercedes,HAM,1,True,2023-10-07 18:04:31.850,17,Sprint Race,Qatar Grand Prix
0 days 01:34:10.202000,44,0 days 00:01:29.239000,18.0,,,,0 days 00:00:30.636000,0 days 00:00:25.759000,,0 days 01:33:44.484000,0 days 01:34:10.202000,229.0,279.0,295.0,342.0,False,MEDIUM,25.0,False,1,0 days 01:32:40.953000,Mercedes,HAM,1,False,2023-10-07 18:06:01.018,17,Sprint Race,Qatar Grand Prix
0 days 01:35:38.170000,44,0 days 00:01:27.968000,19.0,,,0 days 00:00:32.621000,0 days 00:00:29.502000,0 days 00:00:25.845000,0 days 01:34:42.823000,0 days 01:35:12.325000,0 days 01:35:38.170000,231.0,279.0,277.0,329.0,True,MEDIUM,26.0,False,1,0 days 01:34:10.202000,Mercedes,HAM,1,True,2023-10-07 18:07:30.267,17,Sprint Race,Qatar Grand Prix
0 days 01:02:05.775000,55,,1.0,0 days 00:27:49.747000,,,0 days 00:00:30.255000,0 days 00:00:40.711000,,0 days 01:01:25.131000,0 days 01:02:05.833000,232.0,287.0,232.0,248.0,False,SOFT,1.0,True,1,0 days 01:00:19.288000,Ferrari,SAI,24,False,2023-10-07 17:33:39.353,17,Sprint Race,Qatar Grand Prix
0 days 01:04:31.833000,55,0 days 00:02:26.058000,2.0,,,0 days 00:00:49.276000,0 days 00:00:46.589000,0 days 00:00:50.193000,0 days 01:02:55.051000,0 days 01:03:41.640000,0 days 01:04:31.833000,158.0,165.0,276.0,246.0,False,SOFT,2.0,True,1,0 days 01:02:05.775000,Ferrari,SAI,4,False,2023-10-07 17:35:25.840,17,Sprint Race,Qatar Grand Prix
0 days 01:06:09.982000,55,0 days 00:01:38.149000,3.0,,,0 days 00:00:32.961000,0 days 00:00:30.097000,0 days 00:00:35.091000,0 days 01:05:04.794000,0 days 01:05:34.891000,0 days 01:06:09.982000,236.0,288.0,149.0,308.0,False,SOFT,3.0,True,1,0 days 01:04:31.833000,Ferrari,SAI,24,False,2023-10-07 17:37:51.898,17,Sprint Race,Qatar Grand Prix
0 days 01:08:28.783000,55,0 days 00:02:18.801000,4.0,,,0 days 00:00:48.026000,0 days 00:00:47.932000,0 days 00:00:42.843000,0 days 01:06:58.008000,0 days 01:07:45.940000,0 days 01:08:28.783000,114.0,169.0,240.0,255.0,False,SOFT,4.0,True,1,0 days 01:06:09.982000,Ferrari,SAI,4,False,2023-10-07 17:39:30.047,17,Sprint Race,Qatar Grand Prix
0 days 01:10:50.233000,55,0 days 00:02:21.450000,5.0,,,0 days 00:00:50.074000,0 days 00:00:48.408000,0 days 00:00:42.968000,0 days 01:09:18.857000,0 days 01:10:07.265000,0 days 01:10:50.233000,157.0,136.0,183.0,240.0,False,SOFT,5.0,True,1,0 days 01:08:28.783000,Ferrari,SAI,4,False,2023-10-07 17:41:48.848,17,Sprint Race,Qatar Grand Prix
0 days 01:13:13.319000,55,0 days 00:02:23.086000,6.0,,,0 days 00:00:50.356000,0 days 00:00:46.902000,0 days 00:00:45.828000,0 days 01:11:40.589000,0 days 01:12:27.491000,0 days 01:13:13.319000,180.0,165.0,290.0,218.0,False,SOFT,6.0,True,1,0 days 01:10:50.233000,Ferrari,SAI,4,False,2023-10-07 17:44:10.298,17,Sprint Race,Qatar Grand Prix
0 days 01:14:41.963000,55,0 days 00:01:28.644000,7.0,,,0 days 00:00:33.137000,0 days 00:00:29.707000,0 days 00:00:25.800000,0 days 01:13:46.456000,0 days 01:14:16.163000,0 days 01:14:41.963000,235.0,286.0,281.0,302.0,True,SOFT,7.0,True,1,0 days 01:13:13.319000,Ferrari,SAI,1,False,2023-10-07 17:46:33.384,17,Sprint Race,Qatar Grand Prix
0 days 01:16:10.705000,55,0 days 00:01:28.742000,8.0,,,0 days 00:00:32.687000,0 days 00:00:29.782000,0 days 00:00:26.273000,0 days 01:15:14.650000,0 days 01:15:44.432000,0 days 01:16:10.705000,234.0,286.0,278.0,308.0,False,SOFT,8.0,True,1,0 days 01:14:41.963000,Ferrari,SAI,1,True,2023-10-07 17:48:02.028,17,Sprint Race,Qatar Grand Prix
0 days 01:17:40.657000,55,0 days 00:01:29.952000,9.0,,,0 days 00:00:33.132000,0 days 00:00:30.330000,0 days 00:00:26.490000,0 days 01:16:43.837000,0 days 01:17:14.167000,0 days 01:17:40.657000,228.0,276.0,278.0,310.0,False,SOFT,9.0,True,1,0 days 01:16:10.705000,Ferrari,SAI,1,True,2023-10-07 17:49:30.770,17,Sprint Race,Qatar Grand Prix
0 days 01:19:10.776000,55,0 days 00:01:30.119000,10.0,,,0 days 00:00:33.468000,0 days 00:00:30.221000,0 days 00:00:26.430000,0 days 01:18:14.125000,0 days 01:18:44.346000,0 days 01:19:10.776000,231.0,280.0,278.0,298.0,False,SOFT,10.0,True,1,0 days 01:17:40.657000,Ferrari,SAI,1,True,2023-10-07 17:51:00.722,17,Sprint Race,Qatar Grand Prix
0 days 01:20:52.649000,55,0 days 00:01:41.873000,11.0,,,0 days 00:00:33.312000,0 days 00:00:30.483000,0 days 00:00:38.078000,0 days 01:19:44.088000,0 days 01:20:14.571000,0 days 01:20:52.649000,229.0,281.0,176.0,,False,SOFT,11.0,True,1,0 days 01:19:10.776000,Ferrari,SAI,24,False,2023-10-07 17:52:30.841,17,Sprint Race,Qatar Grand Prix
0 days 01:23:17.846000,55,0 days 00:02:25.197000,12.0,,,0 days 00:00:51.716000,0 days 00:00:48.822000,0 days 00:00:44.659000,0 days 01:21:44.365000,0 days 01:22:33.187000,0 days 01:23:17.846000,126.0,221.0,187.0,256.0,False,SOFT,12.0,True,1,0 days 01:20:52.649000,Ferrari,SAI,4,False,2023-10-07 17:54:12.714,17,Sprint Race,Qatar Grand Prix
0 days 01:25:50.203000,55,,13.0,,,0 days 00:01:01.397000,0 days 00:00:46.818000,0 days 00:00:44.119000,0 days 01:24:19.272000,0 days 01:25:06.099000,0 days 01:25:50.255000,168.0,174.0,232.0,180.0,False,SOFT,13.0,True,1,0 days 01:23:17.846000,Ferrari,SAI,4,False,2023-10-07 17:56:37.911,17,Sprint Race,Qatar Grand Prix
0 days 01:28:10.610000,55,0 days 00:02:20.407000,14.0,,,0 days 00:00:50.020000,0 days 00:00:45.784000,0 days 00:00:44.603000,0 days 01:26:40.223000,0 days 01:27:26.007000,0 days 01:28:10.610000,116.0,191.0,282.0,97.0,False,SOFT,14.0,True,1,0 days 01:25:50.203000,Ferrari,SAI,4,False,2023-10-07 17:59:10.268,17,Sprint Race,Qatar Grand Prix
0 days 01:29:39.994000,55,0 days 00:01:29.384000,15.0,,,0 days 00:00:33.389000,0 days 00:00:29.882000,0 days 00:00:26.113000,0 days 01:28:43.999000,0 days 01:29:13.881000,0 days 01:29:39.994000,233.0,284.0,281.0,310.0,False,SOFT,15.0,True,1,0 days 01:28:10.610000,Ferrari,SAI,1,False,2023-10-07 18:01:30.675,17,Sprint Race,Qatar Grand Prix
0 days 01:31:08.748000,55,0 days 00:01:28.754000,16.0,,,0 days 00:00:32.978000,0 days 00:00:29.808000,0 days 00:00:25.968000,0 days 01:30:12.972000,0 days 01:30:42.780000,0 days 01:31:08.748000,234.0,285.0,280.0,308.0,False,SOFT,16.0,True,1,0 days 01:29:39.994000,Ferrari,SAI,1,True,2023-10-07 18:03:00.059,17,Sprint Race,Qatar Grand Prix
0 days 01:32:39.429000,55,0 days 00:01:30.681000,17.0,,,0 days 00:00:34.131000,0 days 00:00:30.524000,0 days 00:00:26.026000,0 days 01:31:42.879000,0 days 01:32:13.403000,0 days 01:32:39.429000,228.0,280.0,279.0,297.0,False,SOFT,17.0,True,1,0 days 01:31:08.748000,Ferrari,SAI,1,True,2023-10-07 18:04:28.813,17,Sprint Race,Qatar Grand Prix
0 days 01:34:09.211000,55,0 days 00:01:29.782000,18.0,,,0 days 00:00:33.712000,0 days 00:00:30.140000,0 days 00:00:25.930000,0 days 01:33:13.141000,0 days 01:33:43.281000,0 days 01:34:09.211000,227.0,280.0,278.0,301.0,False,SOFT,18.0,True,1,0 days 01:32:39.429000,Ferrari,SAI,1,True,2023-10-07 18:05:59.494,17,Sprint Race,Qatar Grand Prix
0 days 01:35:39.681000,55,0 days 00:01:30.470000,19.0,,,0 days 00:00:33.308000,0 days 00:00:30.941000,0 days 00:00:26.221000,0 days 01:34:42.519000,0 days 01:35:13.460000,0 days 01:35:39.681000,228.0,283.0,280.0,294.0,False,SOFT,19.0,True,1,0 days 01:34:09.211000,Ferrari,SAI,1,True,2023-10-07 18:07:29.276,17,Sprint Race,Qatar Grand Prix
0 days 01:02:32.783000,23,,1.0,0 days 00:29:23.933000,,,0 days 00:00:32.667000,0 days 00:01:00.046000,,0 days 01:01:32.771000,0 days 01:02:32.849000,204.0,286.0,160.0,273.0,False,MEDIUM,7.0,False,1,0 days 01:00:19.288000,Williams,ALB,24,False,2023-10-07 17:33:39.353,17,Sprint Race,Qatar Grand Prix
0 days 01:04:37.351000,23,0 days 00:02:04.568000,2.0,,,0 days 00:00:40.111000,0 days 00:00:41.292000,0 days 00:00:43.165000,0 days 01:03:12.894000,0 days 01:03:54.186000,0 days 01:04:37.351000,193.0,246.0,282.0,286.0,False,MEDIUM,8.0,False,1,0 days 01:02:32.783000,Williams,ALB,4,False,2023-10-07 17:35:52.848,17,Sprint Race,Qatar Grand Prix
0 days 01:06:29.606000,23,0 days 00:01:52.255000,3.0,,,0 days 00:00:35.235000,0 days 00:00:31.496000,0 days 00:00:45.524000,0 days 01:05:12.586000,0 days 01:05:44.082000,0 days 01:06:29.606000,219.0,278.0,126.0,320.0,False,MEDIUM,9.0,False,1,0 days 01:04:37.351000,Williams,ALB,24,False,2023-10-07 17:37:57.416,17,Sprint Race,Qatar Grand Prix
0 days 01:08:47.270000,23,0 days 00:02:17.664000,4.0,,,0 days 00:00:43.317000,0 days 00:00:49.128000,0 days 00:00:45.219000,0 days 01:07:12.923000,0 days 01:08:02.051000,0 days 01:08:47.270000,174.0,241.0,221.0,282.0,False,MEDIUM,10.0,False,1,0 days 01:06:29.606000,Williams,ALB,4,False,2023-10-07 17:39:49.671,17,Sprint Race,Qatar Grand Prix
0 days 01:11:11.444000,23,0 days 00:02:24.174000,5.0,,,0 days 00:00:47.903000,0 days 00:00:50.241000,0 days 00:00:46.030000,0 days 01:09:35.173000,0 days 01:10:25.414000,0 days 01:11:11.444000,211.0,208.0,228.0,115.0,False,MEDIUM,11.0,False,1,0 days 01:08:47.270000,Williams,ALB,4,False,2023-10-07 17:42:07.335,17,Sprint Race,Qatar Grand Prix
0 days 01:13:20.749000,23,0 days 00:02:09.305000,6.0,,,0 days 00:00:43.689000,0 days 00:00:46.117000,0 days 00:00:39.499000,0 days 01:11:55.133000,0 days 01:12:41.250000,0 days 01:13:20.749000,92.0,97.0,281.0,295.0,False,MEDIUM,12.0,False,1,0 days 01:11:11.444000,Williams,ALB,4,False,2023-10-07 17:44:31.509,17,Sprint Race,Qatar Grand Prix
0 days 01:14:53.187000,23,0 days 00:01:32.438000,7.0,,,0 days 00:00:34.519000,0 days 00:00:31.034000,0 days 00:00:26.885000,0 days 01:13:55.268000,0 days 01:14:26.302000,0 days 01:14:53.187000,226.0,278.0,283.0,310.0,False,MEDIUM,13.0,False,1,0 days 01:13:20.749000,Williams,ALB,1,False,2023-10-07 17:46:40.814,17,Sprint Race,Qatar Grand Prix
0 days 01:16:24.353000,23,0 days 00:01:31.166000,8.0,,,0 days 00:00:34.133000,0 days 00:00:30.716000,0 days 00:00:26.317000,0 days 01:15:27.320000,0 days 01:15:58.036000,0 days 01:16:24.353000,230.0,279.0,291.0,315.0,False,MEDIUM,14.0,False,1,0 days 01:14:53.187000,Williams,ALB,1,True,2023-10-07 17:48:13.252,17,Sprint Race,Qatar Grand Prix
0 days 01:17:53.416000,23,0 days 00:01:29.063000,9.0,,,0 days 00:00:32.588000,0 days 00:00:30.294000,0 days 00:00:26.181000,0 days 01:16:56.941000,0 days 01:17:27.235000,0 days 01:17:53.416000,228.0,277.0,291.0,329.0,False,MEDIUM,15.0,False,1,0 days 01:16:24.353000,Williams,ALB,1,True,2023-10-07 17:49:44.418,17,Sprint Race,Qatar Grand Prix
0 days 01:19:22.192000,23,0 days 00:01:28.776000,10.0,,,0 days 00:00:32.204000,0 days 00:00:30.465000,0 days 00:00:26.107000,0 days 01:18:25.620000,0 days 01:18:56.085000,0 days 01:19:22.192000,232.0,276.0,285.0,331.0,False,MEDIUM,16.0,False,1,0 days 01:17:53.416000,Williams,ALB,1,True,2023-10-07 17:51:13.481,17,Sprint Race,Qatar Grand Prix
0 days 01:21:06.808000,23,0 days 00:01:44.616000,11.0,,,0 days 00:00:33.640000,0 days 00:00:36.536000,0 days 00:00:34.440000,0 days 01:19:55.832000,0 days 01:20:32.368000,0 days 01:21:06.808000,233.0,189.0,204.0,316.0,False,MEDIUM,17.0,False,1,0 days 01:19:22.192000,Williams,ALB,24,False,2023-10-07 17:52:42.257,17,Sprint Race,Qatar Grand Prix
0 days 01:23:28.782000,23,0 days 00:02:21.974000,12.0,,,0 days 00:00:47.536000,0 days 00:00:49.468000,0 days 00:00:44.970000,0 days 01:21:54.344000,0 days 01:22:43.812000,0 days 01:23:28.782000,176.0,227.0,230.0,232.0,False,MEDIUM,18.0,False,1,0 days 01:21:06.808000,Williams,ALB,4,False,2023-10-07 17:54:26.873,17,Sprint Race,Qatar Grand Prix
0 days 01:26:00.260000,23,,13.0,,,0 days 00:01:00.355000,0 days 00:00:47.023000,0 days 00:00:44.105000,0 days 01:24:29.209000,0 days 01:25:16.255000,0 days 01:26:00.380000,155.0,172.0,242.0,257.0,False,MEDIUM,19.0,False,1,0 days 01:23:28.782000,Williams,ALB,4,False,2023-10-07 17:56:48.847,17,Sprint Race,Qatar Grand Prix
0 days 01:28:13.189000,23,0 days 00:02:12.929000,14.0,,,0 days 00:00:48.219000,0 days 00:00:45.311000,0 days 00:00:39.399000,0 days 01:26:48.479000,0 days 01:27:33.790000,0 days 01:28:13.189000,104.0,119.0,284.0,187.0,False,MEDIUM,20.0,False,1,0 days 01:26:00.260000,Williams,ALB,4,False,2023-10-07 17:59:20.325,17,Sprint Race,Qatar Grand Prix
0 days 01:29:44.090000,23,0 days 00:01:30.901000,15.0,,,0 days 00:00:33.890000,0 days 00:00:30.881000,0 days 00:00:26.130000,0 days 01:28:47.079000,0 days 01:29:17.960000,0 days 01:29:44.090000,207.0,278.0,285.0,314.0,False,MEDIUM,21.0,False,1,0 days 01:28:13.189000,Williams,ALB,1,False,2023-10-07 18:01:33.254,17,Sprint Race,Qatar Grand Prix
0 days 01:31:12.807000,23,0 days 00:01:28.717000,16.0,,,0 days 00:00:32.881000,0 days 00:00:30.015000,0 days 00:00:25.821000,0 days 01:30:16.971000,0 days 01:30:46.986000,0 days 01:31:12.807000,233.0,277.0,291.0,310.0,True,MEDIUM,22.0,False,1,0 days 01:29:44.090000,Williams,ALB,1,True,2023-10-07 18:03:04.155,17,Sprint Race,Qatar Grand Prix
0 days 01:32:42.016000,23,0 days 00:01:29.209000,17.0,,,0 days 00:00:32.576000,0 days 00:00:30.392000,0 days 00:00:26.241000,0 days 01:31:45.383000,0 days 01:32:15.775000,0 days 01:32:42.016000,230.0,279.0,293.0,333.0,False,MEDIUM,23.0,False,1,0 days 01:31:12.807000,Williams,ALB,1,True,2023-10-07 18:04:32.872,17,Sprint Race,Qatar Grand Prix
0 days 01:34:11.952000,23,0 days 00:01:29.936000,18.0,,,0 days 00:00:32.755000,0 days 00:00:31.095000,0 days 00:00:26.086000,0 days 01:33:14.771000,0 days 01:33:45.866000,0 days 01:34:11.952000,232.0,287.0,292.0,328.0,False,MEDIUM,24.0,False,1,0 days 01:32:42.016000,Williams,ALB,1,True,2023-10-07 18:06:02.081,17,Sprint Race,Qatar Grand Prix
0 days 01:35:40.700000,23,0 days 00:01:28.748000,19.0,,,0 days 00:00:31.951000,0 days 00:00:30.981000,0 days 00:00:25.816000,0 days 01:34:43.903000,0 days 01:35:14.884000,0 days 01:35:40.700000,234.0,286.0,288.0,335.0,False,MEDIUM,25.0,False,1,0 days 01:34:11.952000,Williams,ALB,1,True,2023-10-07 18:07:32.017,17,Sprint Race,Qatar Grand Prix
0 days 01:02:15.091000,14,,1.0,0 days 00:26:53.107000,,,0 days 00:00:31.298000,0 days 00:00:46.931000,,0 days 01:01:28.193000,0 days 01:02:15.146000,222.0,281.0,213.0,260.0,False,SOFT,4.0,False,1,0 days 01:00:19.288000,Aston Martin,ALO,24,False,2023-10-07 17:33:39.353,17,Sprint Race,Qatar Grand Prix
0 days 01:04:33.263000,14,0 days 00:02:18.172000,2.0,,,0 days 00:00:45.010000,0 days 00:00:46.635000,0 days 00:00:46.527000,0 days 01:03:00.101000,0 days 01:03:46.736000,0 days 01:04:33.263000,193.0,233.0,286.0,297.0,False,SOFT,5.0,False,1,0 days 01:02:15.091000,Aston Martin,ALO,4,False,2023-10-07 17:35:35.156,17,Sprint Race,Qatar Grand Prix
0 days 01:06:16.951000,14,0 days 00:01:43.688000,3.0,,,0 days 00:00:34.376000,0 days 00:00:30.974000,0 days 00:00:38.338000,0 days 01:05:07.639000,0 days 01:05:38.613000,0 days 01:06:16.951000,221.0,280.0,113.0,303.0,False,SOFT,6.0,False,1,0 days 01:04:33.263000,Aston Martin,ALO,24,False,2023-10-07 17:37:53.328,17,Sprint Race,Qatar Grand Prix
0 days 01:08:35.331000,14,0 days 00:02:18.380000,4.0,,,0 days 00:00:45.899000,0 days 00:00:48.948000,0 days 00:00:43.533000,0 days 01:07:02.850000,0 days 01:07:51.798000,0 days 01:08:35.331000,126.0,224.0,255.0,235.0,False,SOFT,7.0,False,1,0 days 01:06:16.951000,Aston Martin,ALO,4,False,2023-10-07 17:39:37.016,17,Sprint Race,Qatar Grand Prix
